paper,year,month,title,author
22978,2016,December,Discrete Adjustment to a Changing Environment: Experimental Evidence,"['Luminita Stevens', 'Mel Win Khaw', 'Michael Woodford']"
22979,2016,December,Stepping on a Rake: the Fiscal Theory of Monetary Policy,['John H Cochrane']
22980,2016,December,Blind Tigers and Red-Tape Cocktails: Liquor Control and Homicide in Late-Nineteenth-Century South Carolina,['Howard Bodenhorn']
22981,2016,December,A Passage to America: University Funding and International Students,"['Breno Braga', 'Gaurav Khanna', 'John Bound', 'Sarah E Turner']"
22982,2016,December,Asset Managers: Institutional Performance and Smart Betas,"['Adair Morse', 'Joseph J Gerakos', 'Juhani T Linnainmaa']"
22983,2016,December,Fuel Consumption and Gasoline Prices: The Role of Assortative Matching between Households and Automobiles,"['H Spencer Banzhaf', 'Taha Kasim']"
22984,2016,December,A Structural Analysis of the Effects of the Great Recession on Retirement and Working Longer by Members of Two-Earner Households,"['Alan L Gustman', 'Nahid Tabatabai', 'Thomas L Steinmeier']"
22985,2016,December,Cross-Sectional Patterns of Mortgage Debt during the Housing Boom: Evidence and Implications,"['Christopher L Foote', 'Lara Loewenstein', 'Paul S Willen']"
22986,2016,December,How Does Technological Change Affect Quality-Adjusted Prices in Health Care? Systematic Evidence from Thousands of Innovations,"['Kristopher J Hult', 'Sonia P Jaffe', 'Tomas J Philipson']"
22987,2016,December,Procrastination in the Workplace: Evidence from the U.S. Patent Office,"['Melissa F Wasserman', 'Michael D Frakes']"
22988,2016,December,Child Age and Gender Differences in Food Security in a Low-Income Inner-City Population,"['David C Ribar', 'Robert A Moffitt']"
22989,2016,December,"Transparency, Reproducibility, and the Credibility of Economics Research","['Edward Miguel', 'Garret S Christensen']"
22990,2016,December,Financial Frictions and Fluctuations in Volatility,"['Cristina Arellano', 'Patrick J Kehoe', 'Yan Bai']"
22991,2016,December,"Commodity Price Forecasts, Futures Prices and Pricing Models","['Cristobal Millard', 'Eduardo S Schwartz', 'Gonzalo Cortazar', 'Hector Ortega']"
22992,2016,December,Killer Incentives: Status Competition and Pilot Performance during World War II,"['Hans-Joachim Voth', 'Leonardo Bursztyn', 'Philipp Ager']"
22993,2016,December,The Life-cycle Benefits of an Influential Early Childhood Program,"['Duncan Ermini Leaf', 'James J Heckman', 'Jorge Luis Garcia', 'Maria Jose Prados']"
22994,2016,December,A Theory of Bundling Advertisements in Media Markets,"['Ignacio Palacios-Huerta', 'Kevin M Murphy']"
22995,2016,December,The Effects of Non-Contributory Pensions on Material and Subjective Well Being,"['Paul J Gertler', 'Rosangela Bando', 'Sebastian Galiani']"
22996,2016,December,The Out-of-State Tuition Distortion,"['Brian G Knight', 'Nathan M Schiff']"
22997,2016,December,Real Estate Bubbles and Urban Development,['Edward L Glaeser']
22998,2016,December,Measuring Instructor Effectiveness in Higher Education,"['Brian A Jacob', 'Kevin M Stange', 'Pieter De Vlieger']"
22999,2016,December,Inequality in Human Capital and Endogenous Credit Constraints,"['James J Heckman', 'Rong Hai']"
23000,2016,December,Growth and Childbearing in the Short- and Long-Run,"['Shoumitro Chatterjee', 'Tom Vogl']"
23001,2016,December,The Impacts of Neighborhoods on Intergenerational Mobility I: Childhood Exposure Effects,"['Nathaniel Hendren', 'Raj Chetty']"
23002,2016,December,The Impacts of Neighborhoods on Intergenerational Mobility II: County-Level Estimates,"['Nathaniel Hendren', 'Raj Chetty']"
23003,2016,December,The Effect of Education on Overall Fertility,"['Harry Krashinsky', 'Philip DeCicca']"
23004,2016,December,Currency Wars or Efficient Spillovers? A General Theory of International Policy Cooperation,['Anton Korinek']
23005,2016,December,Labor Drops: Experimental Evidence on the Return to Additional Labor in Microenterprises,"['Christopher Woodruff', 'David McKenzie', 'Suresh De Mel']"
23006,2016,December,"To Work for Yourself, for Others, or Not At All? How Disability Benefits Affect the Employment Decisions of Older Veterans","['Audrey Guo', 'Courtney C Coile', 'Mark G Duggan']"
23007,2016,December,Recent Trends in U.S. Top Income Shares in Tax Record Data Using More Comprehensive Measures of Income Including Accrued Capital Gains,"['Gerald Auten', 'Jeff Larrimore', 'Philip Armour', 'Richard V Burkhauser']"
23008,2016,December,"Firing Costs, Misallocation, and Aggregate Productivity","['Diego Restuccia', 'Jose-Maria Da-Rocha', 'Marina Mendes Tavares']"
23009,2016,December,Climate Change and Growth Risks,"['Dana Kiku', 'Marcelo Ochoa', 'Ravi Bansal']"
23010,2016,December,Corporate Control around the World,"['Elias Papaioannou', 'Gur Aminadav']"
23011,2016,December,The Historical Evolution of the Wealth Distribution: A Quantitative-Theoretic Investigation,"['Anthony A Smith, Jr', 'Joachim Hubmer', 'Per Krusell']"
23012,2016,December,Forgetting and Heterogeneity in Task Delay: Evidence from New York City Parking-Ticket Recipients,"['Henry S Schneider', 'Ori Heffetz', ""Ted O'Donoghue""]"
23013,2016,December,"Social Image and Economic Behavior in the Field: Identifying, Understanding and Shaping Social Pressure","['Leonardo Bursztyn', 'Robert T Jensen']"
23014,2016,December,Can the Central Bank Alleviate Fiscal Burdens?,['Ricardo Reis']
23015,2016,December,"Evaluating Post-Secondary Aid: Enrollment, Persistence, and Projected Completion Effects","['Amanda Pallais', 'David H Autor', 'Joshua D Angrist', 'Sally Hudson']"
23016,2017,January,"The Factory-Free Economy: Outsourcing, Servitization and the Future of Industry","['Ann E Harrison', 'Lionel Fontagne']"
23017,2017,January,Childhood Circumstances and Adult Outcomes: Act II,"['Douglas Almond', 'Janet M Currie', 'Valentina Duque']"
23018,2017,January,Proximity and Economic Activity: An Analysis of Vendor-University Transactions,"['Bruce A Weinberg', 'Julia I Lane', 'Nathan Goldschlag', 'Nikolas Zolas']"
23019,2017,January,Federal Funding of Doctoral Recipients: Results from new Linked Survey and Transaction Data,"['Bruce A Weinberg', 'Julia I Lane', 'Wan-Ying Chang', 'Wei Cheng']"
23020,2017,January,Cool to be Smart or Smart to be Cool? Understanding Peer Pressure in Education,"['Georgy Egorov', 'Leonardo Bursztyn', 'Robert T Jensen']"
23021,2017,January,The Changing Structure of Africa's Economies,"['Kenneth Harttgen', 'Margaret S McMillan', 'Xinshen Diao']"
23022,2017,January,"Expectation, Disappointment, and Exit: Reference Point Formation in a Marketplace","['Dimitriy V Masterov', 'Matthew Backus', 'Steven Tadelis', 'Thomas Blake']"
23023,2017,January,Maximizing the Impact of Climate Finance: Funding Projects or Pilot Projects?,['Matthew J Kotchen']
23024,2017,January,Gasoline Price Uncertainty and the Design of Fuel Economy Standards,['Ryan Kellogg']
23025,2017,January,Faculty Deployment in Research Universities,"['Paul N Courant', 'Sarah E Turner']"
23026,2017,January,Prison Work Programs in a Model of Deterrence,['A Mitchell Polinsky']
23027,2017,January,Intergenerational Mobility and Support for Redistribution,"['Alberto F Alesina', 'Edoardo Teso', 'Stefanie Stantcheva']"
23028,2017,January,Non-Cognitive Abilities and Financial Delinquency: The Role of Self-Efficacy in Avoiding Financial Distress,"['Brian T Melzer', 'Camelia M Kuhnen']"
23029,2017,January,The Costs of and Net Returns to College Major,"['Joseph G Altonji', 'Seth D Zimmerman']"
23030,2017,January,Arrested Development: Theory and Evidence of Supply-Side Speculation in the Housing Market,"['Charles G Nathanson', 'Eric Zwick']"
23031,2017,January,Supply-Side Drug Policy in the Presence of Substitutes: Evidence from the Introduction of Abuse-Deterrent Opioids,"['Abby E Alpert', 'David Powell', 'Rosalie Liccardo Pacula']"
23032,2017,January,Macro-economic Management in an Electronic Credit/Financial System,['Joseph E Stiglitz']
23033,2017,January,"Winter is Coming: The Long-Run Effects of Climate Change on Conflict, 1400-1900","['Murat Iyigun', 'Nancy Qian', 'Nathan Nunn']"
23034,2017,January,Ownership Concentration and Strategic Supply Reduction,"['Katja Seim', 'Michael Sinkinson', 'Peichun Wang', 'Ulrich Doraszelski']"
23035,2017,January,Do Anti-Poverty Programs Sway Voters? Experimental Evidence from Uganda,"['Christopher Blattman', 'Mathilde Emeriau', 'Nathan Fiala']"
23036,2017,January,Reversed Citations and the Localization of Knowledge Spillovers,"['Ashish Arora', 'Honggi Lee', 'Sharon Belenzon']"
23037,2017,January,The Missing Bretton Woods Debate over Flexible Exchange Rates,['Douglas A Irwin']
23038,2017,January,Birth Order and Delinquency: Evidence from Denmark and Florida,"['David N Figlio', 'Jeffrey Roth', 'Joseph J Doyle, Jr', 'Krzysztof Karbownik', 'Sanni N Breining']"
23039,2017,January,"Misallocation, Selection and Productivity: A Quantitative Analysis with Panel Data from China","['Diego Restuccia', 'Jessica Leight', 'Loren Brandt', 'Tasso Adamopoulos']"
23040,2017,January,"Location Choice, Portfolio Choice","['Harrison Hong', 'Ioannis Branikas', 'Jiangmin Xu']"
23041,2017,January,Political Determinants of Competition in the Mobile Telecommunication Industry,"['Luigi Zingales', 'Mara Faccio']"
23042,2017,January,"Prestige and Profit: The Royal Society of Arts and Incentives for Innovation, 1750-1850",['B Zorina Khan']
23043,2017,January,'Acting Wife': Marriage Market Incentives and Labor Market Investments,"['Amanda Pallais', 'Leonardo Bursztyn', 'Thomas Fujiwara']"
23044,2017,January,The Effect of State Medicaid Expansions on Prescription Drug Use: Evidence from the Affordable Care Act,"['Ausmita Ghosh', 'Benjamin D Sommers', 'Kosali Ilayperuma Simon']"
23045,2017,January,Subsidizing Fuel Efficient Cars: Evidence from China's Automobile Industry,"['Chia-Wen Chen', 'Christopher R Knittel', 'Wei-Min Hu']"
23046,2017,January,"Exit, Tweets and Loyalty","['Avi Goldfarb', 'Joshua S Gans', 'Mara Lederman']"
23047,2017,January,The Rise of American Ingenuity: Innovation and Inventors of the Golden Age,"['John Grigsby', 'Nicholas Bloom', 'Ufuk Akcigit']"
23048,2017,January,Open Borders in the European Union and Beyond: Migration Flows and Labor Market Implications,['John Kennan']
23049,2017,January,FDI and Capital Formation in Developing Economies: New Evidence from Industry-level Data,"['Alessia A Amighini', 'Marco Sanfilippo', 'Margaret S McMillan']"
23050,2017,January,Targeted Remedial Education: Experimental Evidence from Peru,"['Emma Naslund-Hadley', 'Juan E Saavedra', 'Mariana Alfonso']"
23051,2017,January,The Economic Consequences of Family Policies: Lessons from a Century of Legislation in High-Income Countries,"['Barbara Petrongolo', 'Claudia Olivetti']"
23052,2017,January,Related Investing: Corporate Ownership and Capital Mobilization during Early Industrialization,['B Zorina Khan']
23053,2017,January,Imperfect Markets versus Imperfect Regulation in U.S. Electricity Generation,['Steve Cicala']
23054,2017,January,Effects of Maternal Work Incentives on Youth Crime,"['Ariel Kalil', 'Dhaval M Dave', 'Hope Corman', 'Nancy E Reichman']"
23055,2017,January,"Pledgeability, Industry Liquidity, and Financing Cycles","['Douglas W Diamond', 'Raghuram G Rajan', 'Yunzhi Hu']"
23056,2017,January,The Economic Origins of Conflict in Africa,"['Eoin McGuirk', 'Marshall Burke']"
23057,2017,January,The Quest for Parsimony in Behavioral Economics: New Methods and Evidence on Three Fronts,"['Joanne Yoong', 'Jonathan Zinman', 'Victor Stango']"
23058,2017,January,Will Ad Blocking Break the Internet?,"['Ben Shiller', 'Joel Waldfogel', 'Johnny Ryan']"
23059,2017,January,Hires and Separations in Equilibrium,"['Edward P Lazear', 'Kristin McCue']"
23060,2017,January,The Local Economic and Welfare Consequences of Hydraulic Fracturing,"['Alexander W Bartik', 'Christopher R Knittel', 'Janet M Currie', 'Michael Greenstone']"
23061,2017,January,Israel's Triumph over Inflation: The Long and Winding Road,['Assaf Razin']
23062,2017,January,Sibling Spillovers,"['David N Figlio', 'Helena Skyt Nielsen', 'Jeffrey Roth', 'Jonathan Guryan', 'Krzysztof Karbownik', 'Marianne Simonsen', 'Sandra E Black', 'Sanni N Breining']"
23063,2017,January,The Labor of Division: Returns to Compulsory High School Math Coursework,['Joshua Goodman']
23064,2017,January,Public Finance in a Nutshell: A Cobb Douglas Teaching Tool for General Equilibrium Tax Incidence and Excess Burden,"['Chi L Ta', 'Don Fullterton']"
23065,2017,January,Disaster Risk and Asset Returns: An International Perspective,"['Edith X Liu', 'Karen K Lewis']"
23066,2017,January,Flexible Prices and Leverage,"['Carolin E Pflueger', ""Francesco D'Acunto"", 'Michael Weber', 'Ryan Liu']"
23067,2017,January,Statistics to Measure Offshoring and its Impact,['Robert C Feenstra']
23068,2017,January,Is American Health Care Uniquely Inefficient? Evidence from Prescription Drugs,"['Heidi L Williams', 'Margaret K Kyle']"
23069,2017,January,Maternity and Family Leave Policy,['Maya Rossin-Slater']
23070,2017,January,Consequences of the Clean Water Act and the Demand for Water Quality,"['David A Keiser', 'Joseph S Shapiro']"
23071,2017,January,One in a Million: Field Experiments on Perceived Closeness of the Election and Voter Turnout,"['Alan S Gerber', 'Collin Raymond', 'John Morgan', 'Mitchell Hoffman']"
23072,2017,January,Econometric Evidence on the R&D Depreciation Rate,"['Adam B Jaffe', 'Gaetan de Rassenfosse']"
23073,2017,January,Optimal Social Security Claiming Behavior under Lump Sum Incentives: Theory and Evidence,"['Olivia S Mitchell', 'Raimond H Maurer', 'Ralph Rogalla', 'Tatjana Schimetschek']"
23074,2017,January,The effects of quasi-random monetary experiments,"['Alan M Taylor', 'Moritz HP Schularick', 'Oscar Jorda']"
23075,2017,January,Narrative Economics,['Robert J Shiller']
23076,2017,January,Are Consumers Poorly Informed about Fuel Economy? Evidence from Two Experiments,"['Christopher R Knittel', 'Hunt Allcott']"
23077,2017,January,Secular Stagnation? The Effect of Aging on Economic Growth in the Age of Automation,"['Daron Acemoglu', 'Pascual Restrepo']"
23078,2017,January,Fragmented Division of Labor and Healthcare Costs: Evidence from Moves Across Regions,"['Brigham R Frandsen', 'James B Rebitzer', 'Leila Agha']"
23079,2017,January,Comparing Apples to Oranges: Differences in Women's and Men's Incarceration and Sentencing Outcomes,"['Anne Morrison Piehl', 'Kristin F Butcher', 'Kyung H Park']"
23080,2017,January,Does Competition Affect Bank Risk?,"['Chen Lian', 'Liangliang Jiang', 'Ross Levine']"
23081,2017,January,Aggregating the Fertility Transition: Intergenerational Dynamics in Quality and Quantity,['Tom Vogl']
23082,2017,January,Diversity in Innovation,"['Paul A Gompers', 'Sophie Q Wang']"
23083,2017,January,Backtesting European Stress Tests,"['Boubacar Camara', 'Pierre Pessarossi', 'Thomas Philippon']"
23084,2017,January,"Estimating the Employment Effects of Recent Minimum Wage Changes: Early Evidence, an Interpretative Framework, and a Pre-Commitment to Future Analysis","['Jeffrey Clemens', 'Michael R Strain']"
23085,2017,January,Regressive Sin Taxes,"['Benjamin B Lockwood', 'Dmitry Taubinsky']"
23086,2017,January,"Designing Women: Consumer Goods Innovations in Britain, France and the United States, 1750-1900",['B Zorina Khan']
23087,2017,January,When Children Rule: Parenting in Modern Families,"['Gustavo Torrens', 'Matthew Staiger', 'Sebastian Galiani']"
23088,2017,January,How Do Patents Affect Research Investments?,['Heidi L Williams']
23089,2017,January,Social Media and Fake News in the 2016 Election,"['Hunt Allcott', 'Matthew Gentzkow']"
23090,2017,January,Healthcare Spending and Utilization in Public and Private Medicare,"['Amy Finkelstein', 'Jayanta Bhattacharya', 'Jonathan D Levin', 'Liran Einav', 'Vilsa Curto']"
23091,2017,January,How do Quasi-Random Option Grants Affect CEO Risk-Taking?,"['Kelly Shue', 'Richard R Townsend']"
23092,2017,January,"The Impact of the Affordable Care Act Young Adult Provision on Childbearing, Marriage, and Tax Filing Behavior: Evidence from Tax Data","['Bradley T Heim', 'Ithai Z Lurie', 'Kosali Ilayperuma Simon']"
23093,2017,January,A Model of Secular Stagnation: Theory and Quantitative Evaluation,"['Gauti B Eggertsson', 'Jacob A Robbins', 'Neil R Mehrotra']"
23094,2017,January,Health Insurance Expansions and Provider Behavior: Evidence from Substance Use Disorder Providers,"['Elisheva Rachel Stern', 'Ioana Popovici', 'Johanna Catherine Maclean']"
23095,2017,January,Reconciling Models of Diffusion and Innovation: A Theory of the Productivity Distribution and Technology Frontier,"['Christopher Tonetti', 'Jess Benhabib', 'Jesse Perla']"
23096,2017,January,Racial/Ethnic Differences in Non-Work at Work,"['Daniel S Hamermesh', 'Katie R Genadek', 'Michael C Burda']"
23097,2017,January,Do Energy Efficiency Investments Deliver at the Right Time?,"['Judson P Boomhower', 'Lucas W Davis']"
23098,2017,January,"The Distortionary Effects of Incentives in Government: Evidence from China's ""Death Ceiling"" Program","['Raymond Fisman', 'Yongxiang Wang']"
23099,2017,January,Fire in the Belly? Employee Motives and Innovative Performance in Startups versus Established Firms,['Henry Sauermann']
23100,2017,January,Provider Incentives and Healthcare Costs: Evidence from Long-Term Care Hospitals,"['Amy Finkelstein', 'Liran Einav', 'Neale Mahoney']"
23101,2017,January,Firm Heterogeneity in Consumption Baskets: Evidence from Home and Store Scanner Data,"['Benjamin Faber', 'Thibault Fally']"
23102,2017,January,Firm Performance and the Volatility of Worker Earnings,"['Brooks Pierce', 'Chinhui Juhn', 'Holly Monti', 'Kristin McCue']"
23103,2017,January,Family Economics Writ Large,"['Guillaume Vandenbroucke', 'Jeremy Greenwood', 'Nezih Guner']"
23104,2017,January,Price-Linked Subsidies and Imperfect Competition in Health Insurance,"['Mark Shepard', 'Sonia P Jaffe']"
23105,2017,January,The Business of Business is Business: Why (Some) Firms Should Provide Public Goods when they Sell Private Goods,"['Andreas Lange', 'Chien-Yu Lai', 'John A List', 'Michael K Price']"
23106,2017,January,The Competitive Effects of Transmission Infrastructure in the Indian Electricity Market,['Nicholas Ryan']
23107,2017,January,Direct and Spillover Effects of Middle School Vaccination Requirements,"['Christopher S Carpenter', 'Emily C Lawler']"
23108,2017,January,Concentrating on the Fall of the Labor Share,"['Christina Patterson', 'David Dorn', 'David H Autor', 'John van Reenen', 'Lawrence F Katz']"
23109,2017,January,Post Keynesian Dynamic Stochastic General Equilibrium Theory,['Roger E A Farmer']
23110,2017,January,Are Protests Games of Strategic Complements or Substitutes? Experimental Evidence from Hong Kong's Democracy Movement,"['David Y Yang', 'Davide Cantoni', 'Noam Yuchtman', 'Y Jane Zhang']"
23111,2017,January,Challenges in Constructing a Survey-Based Well-Being Index,"['Daniel J Benjamin', 'Kristen Cooper', 'Miles S Kimball', 'Ori Heffetz']"
23112,2017,January,How Are SNAP Benefits Spent? Evidence from a Retail Panel,"['Jesse M Shapiro', 'Justine S Hastings']"
23113,2017,January,The (Dis)Advantages of Clearinghouses Before the Fed,['Matthew S Jaremski']
23114,2017,January,Secondary Pharmaceutical Patenting: A Global Perspective,"['Bhaven N Sampat', 'Kenneth C Shadlen']"
23115,2017,January,Assignment of Stock Market Coverage,"['Briana Chang', 'Harrison Hong']"
23116,2017,January,"Gross Capital Flows by Banks, Corporates and Sovereigns","['Bryan Hardy', 'Luis Serven', 'Sebnem Kalemli-Ozcan', 'Stefan Avdjiev']"
23117,2017,February,Decomposing Medical-Care Expenditure Growth,"['Abe Dunn', 'Adam Shapiro', 'Eli B Liebman']"
23118,2017,February,Measuring Loan Outcomes at Postsecondary Institutions: Cohort Repayment Rates as an Indicator of Student Success and Institutional Accountability,"['Adam Looney', 'Tara Watson', 'Tiffany Chou']"
23119,2017,February,Global Inequality Dynamics: New Findings from WID.world,"['Emmanuel Saez', 'Facundo Alvaredo', 'Gabriel Zucman', 'Lucas Chancel', 'Thomas Piketty']"
23120,2017,February,Who Becomes a Politician?,"['Ernesto Dal Bo', 'Frederico Finan', 'Johanna Rickne', 'Olle Folke', 'Torsten Persson']"
23121,2017,February,Assessing Managerial Ability: Implications for Corporate Governance,"['Benjamin E Hermalin', 'Michael S Weisbach']"
23122,2017,February,Keepin' 'em Down on the Farm: Migration and Strategic Investment in Children's Schooling,"['Nolan H Miller', 'Robert T Jensen']"
23123,2017,February,When No Bad Deed Goes Punished: Relational Contracting in Ghana versus the UK,"['Elwyn Davies', 'Marcel Fafchamps']"
23124,2017,February,"On the Global Financial Market Integration ""Swoosh"" and the Trilemma","['Arnaud J Mehl', 'Geert Bekaert']"
23125,2017,February,Immigration Restrictions as Active Labor Market Policy: Evidence from the Mexican Bracero Exclusion,"['Ethan G Lewis', 'Hannah M Postel', 'Michael A Clemens']"
23126,2017,February,Re-examining the Middle-Income Trap Hypothesis (MITH): What to Reject and What to Revive?,"['Shang-Jin Wei', 'Xuehui Han']"
23127,2017,February,"Rents, Technical Change, and Risk Premia: Accounting for Secular Trends in Interest Rates, Returns on Capital, Earning Yields, and Factor Shares","['Emmanuel Farhi', 'Pierre-Olivier Gourinchas', 'Ricardo J Caballlero']"
23128,2017,February,Land Misallocation and Productivity,"['Diego Restuccia', 'Raul Santaeulalia-Llopis']"
23129,2017,February,The Sources of Capital Misallocation,"['Joel M David', 'Venky Venkateswaran']"
23130,2017,February,Social Ties and Favoritism in Chinese Science,"['Jing Shi', 'Raymond Fisman', 'Rong Xu', 'Yongxiang Wang']"
23131,2017,February,Antitrust Treatment of Nonprofits: Should Hospitals Receive Special Care?,"['Cory S Capps', 'Dennis W Carlton', 'Guy David']"
23132,2017,February,The Recent Growth Boom in Developing Economies: A Structural Change Perspective,"['Dani Rodrik', 'Margaret S McMillan', 'Xinshen Diao']"
23133,2017,February,The Global Rise of Corporate Saving,"['Brent Neiman', 'Loukas Karabarbounis', 'Peter Cohen']"
23134,2017,February,Exchange Arrangements Entering the 21st Century: Which Anchor Will Hold?,"['Carmen M Reinhart', 'Ethan Ilzetzki', 'Kenneth S Rogoff']"
23135,2017,February,The Country Chronologies to Exchange Rate Arrangements into the 21st Century: Will the Anchor Currency Hold?,"['Carmen M Reinhart', 'Ethan Ilzetzki', 'Kenneth S Rogoff']"
23136,2017,February,The Anatomy of Sentiment-Driven Fluctuations,"['Jess Benhabib', 'Sushant Acharya', 'Zhen Huo']"
23137,2017,February,Immigration and the Rise of American Ingenuity,"['John Grigsby', 'Nicholas Bloom', 'Ufuk Akcigit']"
23138,2017,February,Endogenous Appropriability,"['Joshua S Gans', 'Scott Stern']"
23139,2017,February,Did Medicaid Expansion Reduce Medical Divorce?,"['David J G Slusky', 'Donna K Ginther']"
23140,2017,February,Estimating Global Bank Network Connectedness,"['Francis X Diebold', 'Kamil Yilmaz', 'Laura Liu', 'Mert Demirer']"
23141,2017,February,Keynes and the Dollar in 1933,['Sebastian Edwards']
23142,2017,February,Revisions in Utilization-Adjusted TFP and Robust Identification of News Shocks,"['Andre Kurmann', 'Eric R Sims']"
23143,2017,February,Shocks vs. Responsiveness: What Drives Time-Varying Dispersion?,"['David W Berger', 'Joseph S Vavra']"
23144,2017,February,"Undergraduate Econometrics Instruction: Through Our Classes, Darkly","['Jorn-Steffen Pischke', 'Joshua D Angrist']"
23145,2017,February,The Macroeconomic Impact of Microeconomic Shocks: Beyond Hulten's Theorem,"['David Rezza Baqaee', 'Emmanuel Farhi']"
23146,2017,February,Rethinking Detroit,"['Esteban Rossi-Hansberg', 'Pierre-Daniel G Sarte', 'Raymond Owens III']"
23147,2017,February,Austerity in the Aftermath of the Great Recession,"['Christian Proebsting', 'Christopher L House', 'Linda L Tesar']"
23148,2017,February,The Effect of Prescription Drug Monitoring Programs on Opioid Utilization in Medicare,"['Colleen M Carey', 'Thomas C Buchmueller']"
23149,2017,February,International Spillovers and Local Credit Cycles,"['Julian di Giovanni', 'Mehmet Fatih Ulu', 'Sebnem Kalemli-Ozcan', 'Yusuf Soner Baskaya']"
23150,2017,February,The Distribution of Public Spending for Health Care in the United States on the Eve of Health Reform,"['Didem Bernard', 'Thomas M Selden', 'Yuriy Pylypchuk']"
23151,2017,February,Tight Money-Tight Credit: Coordination Failure in the Conduct of Monetary and Financial Policies,"['Enrique G Mendoza', 'Jessica Roldan-Pena', 'Julio A Carrillo', 'Victoria Nuguer']"
23152,2017,February,"Company Stock Reactions to the 2016 Election Shock: Trump, Taxes and Trade","['Alexander F Wagner', 'Alexandre Ziegler', 'Richard J Zeckhauser']"
23153,2017,February,Understanding the Economic Impact of the H-1B Program on the U.S.,"['Gaurav Khanna', 'John Bound', 'Nicolas Morales']"
23154,2017,February,The Macroeconomic Effects of Government Asset Purchases: Evidence from Postwar US Housing Credit Policy,"['Andrew J Fieldhouse', 'Karel Mertens', 'Morten O Ravn']"
23155,2017,February,The Impact of Climate Change Skepticism on Adaptation in a Market Economy,"['Daxuan Zhao', 'Matthew E Kahn']"
23156,2017,February,The End of Alchemy: A Review Essay,['Roger E A Farmer']
23157,2017,February,Circumventing the Zero Lower Bound with Monetary Policy Rules Based on Money,"['Michael T Belongia', 'Peter N Ireland']"
23158,2017,February,Monetary Policy and the Predictability of Nominal Exchange Rates,"['Benjamin K Johannsen', 'Martin S Eichenbaum', 'Sergio T Rebelo']"
23159,2017,February,Beyond the Classroom: The Implications of School Vouchers for Church Finances,"['Daniel M Hungerman', 'Jay Frymark', 'Kevin J Rinz']"
23160,2017,February,Short-Run Effects of Lower Productivity Growth. A Twist on the Secular Stagnation Hypothesis,"['Guido Lorenzoni', ""Jean-Paul L'Huillier"", 'Olivier Jean Blanchard']"
23161,2017,February,What is the Price of Tea in China? Towards the Relative Cost of Living in Chinese and U.S. Cities,"['Alexis Antoniades', 'Mingzhi Xu', 'Robert C Feenstra']"
23162,2017,February,Bankruptcy Spillovers,"['Benjamin Iverson', 'Emanuele Colonnelli', 'Shai Bernstein', 'Xavier Giroud']"
23163,2017,February,Worker Betas: Five Facts about Systematic Earnings Risk,"['Fatih Guvenen', 'Jae Song', 'Motohiro Yogo', 'Sam Schulhofer-Wohl']"
23164,2017,February,When Britain turned inward: Protection and the shift towards Empire in Interwar Britain,"['Alan de Bromhead', 'Alan Fernihough', ""Kevin Hjortshoj O'Rourke"", 'Markus Lampe']"
23165,2017,February,A Narrative Analysis of Mortgage Asset Purchases by Federal Agencies,"['Andrew J Fieldhouse', 'Karel Mertens']"
23166,2017,February,Evaluating Measures of Hospital Quality,"['John A Graves', 'Jonathan Gruber', 'Joseph J Doyle, Jr']"
23167,2017,February,Bank Health Post-Crisis,"['Gary B Gorton', 'Kyriakos T Chousakos']"
23168,2017,February,Self-Employment Dynamics and the Returns to Entrepreneurship,"['Christopher T Stanton', 'Eleanor W Dillon']"
23169,2017,February,Revisiting the Commodity Curse: A Financial Perspective,"['Enrique Alberola', 'Gianluca Benigno']"
23170,2017,February,Deviations from Covered Interest Rate Parity,"['Adrien Verdelhan', 'Alexander Tepper', 'Wenxin Du']"
23171,2017,February,With a Little Help from My Friends: The Effects of Naloxone Access and Good Samaritan Laws on Opioid-Related Deaths,"['Daniel I Rees', 'Dhaval M Dave', 'Joseph J Sabia', 'Joshua Latshaw', 'Laura M Argys']"
23172,2017,February,Recovery from the Great Depression: The Farm Channel in Spring 1933,"['Johannes F Wieland', 'Joshua K Hausman', 'Paul W Rhode']"
23173,2017,February,When Work Disappears: Manufacturing Decline and the Falling Marriage-Market Value of Young Men,"['David Dorn', 'David H Autor', 'Gordon H Hanson']"
23174,2017,February,The Returns to Nursing: Evidence from a Parental Leave Program,"['Benjamin U Friedrich', 'Martin B Hackmann']"
23175,2017,February,Currency Matters: Analyzing International Bond Portfolios,"['Francis E Warnock', 'John D Burger', 'Veronica Cacdac Warnock']"
23176,2017,February,Firms' Internal Networks and Local Economic Shocks,"['Holger M Mueller', 'Xavier Giroud']"
23177,2017,February,Sticking Points: Common-Agency Problems and Contracting in the U.S. Healthcare System,"['Brigham R Frandsen', 'James B Rebitzer', 'Michael L Powell']"
23178,2017,February,Illusory Gains from Chile's Targeted School Voucher Experiment,"['Benjamin Feigenberg', 'Rui Yan', 'Steven G Rivkin']"
23179,2017,February,Funding Liquidity without Banks: Evidence from a Shock to the Cost of Very Short-Term Debt,"['Felipe Restrepo', 'Lina Cardona Sosa', 'Philip E Strahan']"
23180,2017,February,Human Decisions and Machine Predictions,"['Himabindu Lakkaraju', 'Jens Ludwig', 'Jon Kleinberg', 'Jure Leskovec', 'Sendhil Mullainathan']"
